"511","542","540","510","545","825","726","739","185","8082"
"543","528","546","506","551","826","727","746","178","8183"
"528","523","528","511","546","817","721","733","173","8284"
"506","498","524","534","554","805","704","715","158","8385"
"528","509","505","560","555","787","681","688","144","8486"
"543","511","528","526","553","770","656","657","134","8587"
"510","544","534","511","510","754","630","634","128","8688"
"528","511","530","511","543","742","612","611","118","8789"
"528","506","531","539","553","736","599","602","123","8890"
"487","526","511","530","543","734","595","596","128","8991"
"544","504","560","508","546","740","603","603","132","9092"
"511","511","511","531","529","752","619","622","144","9193"
"510","525","497","531","555","768","637","640","154","9294"
"525","505","531","509","548","790","663","670","170","9395"
"507","528","511","503","554","796","686","689","177","9496"
"511","524","526","511","555","816","713","720","190","9597"
"525","511","511","511","554","826","721","739","185","9698"
"527","526","524","527","551","830","724","739","182","9799"
"511","530","542","510","547","825","726","737","176","9900"
"511","510","545","503","555","814","717","721","166","10001"
"511","509","511","534","556","797","694","704","151","10102"
"511","538","511","528","549","766","644","650","131","10304"
"511","506","524","507","567","751","623","627","122","10405"
"498","528","511","507","546","737","604","605","117","10506"
"551","497","535","523","547","734","597","598","122","10607"
"511","525","493","524","547","741","598","598","128","10708"
"567","529","490","511","551","747","608","611","139","10809"
"447","503","511","502","576","758","624","629","147","10910"
"527","540","504","511","555","775","650","656","162","11011"
"507","534","496","505","575","791","673","678","176","11112"
"511","528","532","526","547","803","693","706","179","11213"
"525","509","526","511","562","818","718","730","191","11314"
"526","539","507","503","535","825","725","739","187","11415"
"511","528","511","499","557","823","725","741","181","11516"
"530","510","511","511","553","818","720","732","174","11617"
"528","507","546","529","544","800","704","719","160","11718"
"511","497","495","531","545","789","685","690","144","11819"
"527","511","510","492","543","773","656","669","138","11920"
"510","543","524","528","535","754","636","640","128","12021"
"530","451","525","511","545","739","608","615","119","12122"
"528","531","530","528","553","736","598","601","119","12223"
"528","560","531","533","555","735","595","595","128","12324"
"511","511","502","507","550","741","601","602","130","12425"
"509","527","528","511","560","752","617","618","144","12526"
"526","509","541","511","546","771","634","641","155","12627"
"528","511","507","511","539","783","657","666","167","12728"
"492","528","511","511","547","799","686","691","177","12829"
"511","537","499","528","558","816","707","718","183","12930"
"528","528","500","506","533","831","725","738","187","13031"
"528","508","528","528","556","823","727","741","181","13132"
"527","527","528","528","553","826","726","741","176","13233"
"539","511","498","508","553","816","718","723","163","13334"
"526","446","535","526","538","798","695","706","151","13435"
"528","511","546","526","556","782","672","683","144","13536"
"511","511","507","510","560","763","647","654","132","13637"
"525","506","526","501","582","751","623","625","121","13738"
"495","526","506","506","545","739","605","602","118","13839"
"523","511","534","525","534","735","595","589","119","13940"
"511","509","490","528","567","741","595","591","126","14041"
"511","567","511","501","555","753","609","599","134","14142"
"528","505","509","525","553","759","624","621","145","14243"
"511","549","524","528","544","778","645","645","158","14344"
"511","511","527","511","541","791","673","670","174","14445"
"528","462","497","497","544","809","693","694","177","14546"
"511","511","510","533","554","822","717","718","187","14647"
"509","537","511","502","572","837","726","727","180","14748"
"511","544","506","523","548","829","723","728","178","14849"
"533","528","509","523","550","821","720","721","173","14950"
"507","501","528","511","543","813","703","706","155","15051"
"505","511","511","509","550","791","681","683","143","15152"
"511","533","532","556","544","768","654","651","131","15253"
"509","509","496","524","547","758","633","625","123","15354"
"525","511","496","511","533","738","606","596","115","15455"
"528","496","498","526","559","733","591","582","118","15556"
"526","511","502","511","553","735","592","585","119","15657"
"559","511","531","499","543","741","596","591","128","15758"
"550","511","531","501","550","752","615","609","144","15859"
"511","528","525","503","555","772","638","635","155","15960"
"511","501","524","509","554","794","668","665","171","16061"
"575","523","511","510","551","807","691","691","181","16162"
"538","498","495","511","544","825","720","720","185","16263"
"505","501","495","511","550","829","730","733","183","16364"
"506","527","497","509","549","832","737","739","185","16465"
"530","533","506","507","557","823","733","735","176","16566"
"523","528","534","503","554","813","710","711","159","16667"
"528","511","511","511","583","786","685","687","144","16768"
"511","511","505","511","542","779","659","656","133","16869"
"511","560","528","507","551","759","634","631","126","16970"
"511","502","495","511","541","742","606","603","115","17071"
"511","511","593","499","539","737","593","592","115","17172"
"525","528","526","528","528","734","592","586","124","17273"
"509","551","510","528","538","741","593","592","128","17374"
"511","503","511","511","557","765","631","633","154","17576"
"528","496","503","510","554","785","660","657","167","17677"
"508","511","494","530","545","801","684","685","176","17778"
"528","502","547","511","543","816","709","715","182","17879"
"511","536","528","527","563","829","725","727","188","17980"
"511","511","502","498","553","829","731","732","181","18081"
"496","500","528","531","560","823","730","733","173","18182"
"546","529","509","510","539","814","715","718","161","18283"
"522","545","507","511","556","800","691","692","150","18384"
"534","511","566","523","550","781","663","662","135","18485"
"496","530","511","525","560","762","640","637","128","18586"
"529","511","511","505","553","747","615","609","119","18687"
"501","503","464","532","554","734","596","589","114","18788"
"576","511","501","511","551","736","592","587","121","18889"
"525","511","511","497","550","736","593","587","125","18990"
"530","525","546","511","550","748","605","599","136","19091"
"504","511","530","511","554","763","626","620","144","19192"
"507","528","523","511","555","781","655","653","162","19293"
"528","507","511","511","550","800","678","681","173","19394"
"511","508","549","511","550","815","703","702","184","19495"
"550","511","450","529","547","830","722","726","185","19596"
"531","464","524","507","542","826","728","730","181","19697"
"509","528","503","473","553","827","731","734","176","19798"
"510","530","497","511","548","817","720","721","166","19899"
"509","511","532","526","554","800","698","701","149","20000"
"511","511","528","511","545","783","675","672","141","20101"
"511","533","511","501","550","766","646","646","128","20202"
"483","525","509","511","547","750","622","618","118","20303"
"529","511","537","511","547","734","597","589","113","20404"
"511","523","503","511","538","734","591","587","114","20505"
"477","507","545","511","555","734","592","582","123","20606"
"527","532","511","511","550","740","601","594","134","20707"
"525","560","533","525","549","757","619","615","144","20808"
"531","511","536","499","544","778","645","638","158","20909"
"511","523","502","533","542","797","673","669","171","21010"
"524","511","533","505","553","807","695","697","178","21111"
"498","511","467","526","553","826","720","722","185","21212"
"511","528","525","493","550","827","730","730","183","21313"
"511","474","506","507","550","829","730","736","177","21414"
"528","511","532","503","547","819","725","725","172","21515"
"525","529","507","511","546","810","706","709","157","21616"
"511","559","503","511","553","794","687","682","144","21717"
"539","507","528","532","559","771","656","654","129","21818"
"526","525","511","487","554","754","633","626","125","21919"
"529","503","502","535","539","742","608","595","114","22020"
"511","547","511","502","551","734","593","589","117","22121"
"511","511","511","528","547","736","591","587","121","22222"
"511","525","526","511","563","736","593","587","128","22323"
"511","503","526","533","546","752","612","606","141","22424"
"506","511","511","511","547","766","630","629","151","22525"
"511","499","526","523","551","784","656","657","167","22626"
"522","560","510","526","556","800","685","683","176","22727"
"511","528","511","511","558","819","708","715","183","22828"
"525","528","511","524","560","829","730","735","182","23030"
"501","526","511","511","557","823","725","732","176","23131"
"464","511","528","509","545","816","718","718","166","23232"
"494","503","529","500","545","800","695","694","146","23333"
"508","526","511","509","554","782","665","665","135","23434"
"526","538","502","511","558","762","643","638","128","23535"
"511","511","511","505","554","750","619","611","115","23636"
"528","510","511","525","547","740","595","592","115","23737"
"511","511","528","528","553","736","593","587","119","23838"
"511","511","511","533","553","733","592","585","124","23939"
"528","511","501","511","539","742","602","592","133","24040"
"511","502","511","523","555","755","619","615","144","24141"
"506","499","511","527","544","779","644","643","157","24242"
"511","526","510","511","544","793","670","669","170","24343"
"511","502","534","521","545","809","698","694","177","24444"
"523","511","497","511","571","828","719","721","187","24545"
"528","511","523","523","547","832","734","731","177","24747"
